tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Statistics,1484,University of Toronto - St. George Campus,Alfred,,Benn,2357118,14,good,TEACHER,PROFESSOR,4.5
Classics,1484,University of Toronto - St. George Campus,Lorenza,,Bennardo,2129937,5,poor,TEACHER,PROFESSOR,2.2
History,1484,University of Toronto - St. George Campus,Alexandre,,Benoit,2521393,1,good,TEACHER,PROFESSOR,5.0
Economics,1484,University of Toronto - St. George Campus,Pedro,,Bento,1732408,3,good,TEACHER,PROFESSOR,3.5
Civil Engineering,1484,University of Toronto - St. George Campus,Evan,,Bentz,63460,17,good,TEACHER,PROFESSOR,4.5
History,1484,University of Toronto - St. George Campus,Doris,,Bergen,957829,24,good,TEACHER,PROFESSOR,4.5
Science,1484,University of Toronto - St. George Campus,Bridget,,Bergquist,2153785,4,average,TEACHER,PROFESSOR,3.3
Music,1484,University of Toronto - St. George Campus,Roger,,Bergs,728700,3,good,TEACHER,PROFESSOR,5.0
Philosophy,1484,University of Toronto - St. George Campus,Joseph,,Berkovitz,1124545,12,average,TEACHER,PROFESSOR,2.6
Botany,1484,University of Toronto - St. George Campus,Thomas,,Berleth,1955648,6,good,TEACHER,PROFESSOR,4.3
Management,1484,University of Toronto - St. George Campus,Oded,,Berman,609440,8,good,TEACHER,PROFESSOR,3.9
Mathematics,1484,University of Toronto - St. George Campus,Amit,,Bermanis,2270789,4,good,TEACHER,PROFESSOR,4.8
Classics,1484,University of Toronto - St. George Campus,Seth,,Bernard,2015878,17,good,TEACHER,PROFESSOR,4.3
Psychology,1484,University of Toronto - St. George Campus,Dirk,,Bernhardt-Walther,2226443,2,good,TEACHER,PROFESSOR,5.0
Economics,1484,University of Toronto - St. George Campus,Karen,,Bernhardt-Walther,1979877,17,poor,TEACHER,PROFESSOR,1.9
History,1484,University of Toronto - St. George Campus,Rima,,Berns-Mcgown,1475132,5,good,TEACHER,PROFESSOR,4.9
Philosophy,1484,University of Toronto - St. George Campus,Thomas,,Berry,439682,20,average,TEACHER,PROFESSOR,3.4
Sociology,1484,University of Toronto - St. George Campus,Brent,,Berry,710256,34,good,TEACHER,PROFESSOR,3.9
Medicine,1484,University of Toronto - St. George Campus,Whitney,,Berta,621889,0,zero,TEACHER,PROFESSOR,N/A
Not Specified,1484,University of Toronto - St. George Campus,Nancy,,Bertoldi,1609607,7,good,TEACHER,PROFESSOR,4.1
History,1484,University of Toronto - St. George Campus,Laurie,,Bertram,2248884,4,good,TEACHER,PROFESSOR,4.3
Political Science,1484,University of Toronto - St. George Campus,Jacques,,Bertrand,112499,20,good,TEACHER,PROFESSOR,3.9
Business,1484,University of Toronto - St. George Campus,Brent,,Bertrand,438139,18,good,TEACHER,PROFESSOR,3.6
Architecture,1484,University of Toronto - St. George Campus,Tom,,Bessai,23803,51,poor,TEACHER,PROFESSOR,2.4
English,1484,University of Toronto - St. George Campus,Alan,,Bewell,51018,13,good,TEACHER,PROFESSOR,3.8
Languages,1484,University of Toronto - St. George Campus,Parth,,Bhatt,37939,17,good,TEACHER,PROFESSOR,4.6
Computer Science,1484,University of Toronto - St. George Campus,Arnamoy,,Bhattacharyya,2325582,34,good,TEACHER,PROFESSOR,4.7
Social Work,1484,University of Toronto - St. George Campus,Rupaleem,,Bhuyani,1729182,3,good,TEACHER,PROFESSOR,4.3
Anthropology,1484,University of Toronto - St. George Campus,Annette,,Bickford,1794332,2,average,TEACHER,PROFESSOR,3.0
Education,1484,University of Toronto - St. George Campus,Kathy,,Bickmore,1750612,4,poor,TEACHER,PROFESSOR,2.1
Mathematics,1484,University of Toronto - St. George Campus,Edward,,Bierstone,228766,27,good,TEACHER,PROFESSOR,4.0
Philosophy,1484,University of Toronto - St. George Campus,Stephen,,Biggs,1559913,2,good,TEACHER,PROFESSOR,4.5
Geography,1484,University of Toronto - St. George Campus,Peter,,Bikoulis,2208130,16,poor,TEACHER,PROFESSOR,2.1
Mechanical Engineering,1484,University of Toronto - St. George Campus,Amy ,,Bilton,1977882,14,good,TEACHER,PROFESSOR,3.6
Engineering,1484,University of Toronto - St. George Campus,Gal,,Binyamini,2085375,1,average,TEACHER,PROFESSOR,2.5
Sociology,1484,University of Toronto - St. George Campus,Greg,,Bird,1652624,1,good,TEACHER,PROFESSOR,4.5
Civil Engineering,1484,University of Toronto - St. George Campus,Peter,,Birkemoe,44244,26,poor,TEACHER,PROFESSOR,1.4
History,1484,University of Toronto - St. George Campus,Ritu,,Birla,239740,10,good,TEACHER,PROFESSOR,3.8
Psychology,1484,University of Toronto - St. George Campus,Elina,,Birmingham,114629,0,zero,TEACHER,PROFESSOR,N/A
Architecture,1484,University of Toronto - St. George Campus,Tara,M,Bissett,2459020,0,zero,TEACHER,PROFESSOR,N/A
History,1484,University of Toronto - St. George Campus,Erin,,Black,1009742,12,good,TEACHER,PROFESSOR,4.0
Medicine,1484,University of Toronto - St. George Campus,Sandra,,Black,1341967,0,zero,TEACHER,PROFESSOR,N/A
Philosophy,1484,University of Toronto - St. George Campus,Deborah,,Black,1951388,9,average,TEACHER,PROFESSOR,3.4
Marketing,1484,University of Toronto - St. George Campus,Inez,,Blackburn,31534,10,good,TEACHER,PROFESSOR,4.7
History,1484,University of Toronto - St. George Campus,Richard,,Blackburn,420333,5,good,TEACHER,PROFESSOR,3.9
Architecture,1484,University of Toronto - St. George Campus,Adrian,,Blackwell,55983,4,average,TEACHER,PROFESSOR,3.1
Religion,1484,University of Toronto - St. George Campus,Donald,,Blais,424061,7,good,TEACHER,PROFESSOR,3.7
History,1484,University of Toronto - St. George Campus,Peter,,Blanchard,145817,15,average,TEACHER,PROFESSOR,2.8
Economics,1484,University of Toronto - St. George Campus,Patrick,,Blanchenay,2188228,15,good,TEACHER,PROFESSOR,4.1
Mathematics,1484,University of Toronto - St. George Campus,John,,Bland,110911,12,good,TEACHER,PROFESSOR,3.7
Music,1484,University of Toronto - St. George Campus,Lynn,,Blaser,100680,9,good,TEACHER,PROFESSOR,3.6
Biology,1484,University of Toronto - St. George Campus,Ben,,Blencowe,630713,0,zero,TEACHER,PROFESSOR,N/A
Philosophy,1484,University of Toronto - St. George Campus,Michael,,Blezy,2397908,1,good,TEACHER,PROFESSOR,5.0
Mathematics,1484,University of Toronto - St. George Campus,Cindy,Marie,Blois,2506776,5,average,TEACHER,PROFESSOR,3.4
Mathematics,1484,University of Toronto - St. George Campus,Thomas,,Bloom,56601,11,good,TEACHER,PROFESSOR,3.9
English,1484,University of Toronto - St. George Campus,Myra,,Bloom,1827940,1,good,TEACHER,PROFESSOR,5.0
Economics,1484,University of Toronto - St. George Campus,Arthur,,Blouin,2255323,8,average,TEACHER,PROFESSOR,3.0
Computer Science,1484,University of Toronto - St. George Campus,Lil,,Blume,784335,3,good,TEACHER,PROFESSOR,4.8
Science,1484,University of Toronto - St. George Campus,Eduardo,,Blumwald,112488,0,zero,TEACHER,PROFESSOR,N/A
Humanities,1484,University of Toronto - St. George Campus,V.,,Boantza,1310063,2,average,TEACHER,PROFESSOR,3.0
Architecture,1484,University of Toronto - St. George Campus,Adam,,Bobette,1460133,2,good,TEACHER,PROFESSOR,4.8
Economics,1484,University of Toronto - St. George Campus,Gustavo,,Bobonis,807716,8,average,TEACHER,PROFESSOR,3.4
Medicine,1484,University of Toronto - St. George Campus,Alexey,,Bochkarev,1162737,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1484,University of Toronto - St. George Campus,Ana,,Bodnar,1894131,2,good,TEACHER,PROFESSOR,4.2
Industrial Engineering,1484,University of Toronto - St. George Campus,Merve,,Bodur,2361436,5,average,TEACHER,PROFESSOR,2.6
Sociology,1484,University of Toronto - St. George Campus,Irene,,Boeckmann,2264176,3,good,TEACHER,PROFESSOR,4.7
Architecture,1484,University of Toronto - St. George Campus,Julie,,Bogdanowicz,1927707,1,poor,TEACHER,PROFESSOR,2.0
Languages,1484,University of Toronto - St. George Campus,Ralph,,Bogert,126048,18,average,TEACHER,PROFESSOR,3.2
Social Work,1484,University of Toronto - St. George Campus,Marion,,Bogo,793821,7,good,TEACHER,PROFESSOR,5.0
Sociology,1484,University of Toronto - St. George Campus,Rene,,Bogovic,2447812,2,average,TEACHER,PROFESSOR,3.0
History,1484,University of Toronto - St. George Campus,Heidi,,Bohaker,593602,19,average,TEACHER,PROFESSOR,3.4
Architecture,1484,University of Toronto - St. George Campus,Brian,,Boigon,1123528,4,good,TEACHER,PROFESSOR,4.2
Geography,1484,University of Toronto - St. George Campus,Alana,,Boland,100810,37,good,TEACHER,PROFESSOR,4.5
Philosophy,1484,University of Toronto - St. George Campus,Agnes,,Bolinska,2022015,1,good,TEACHER,PROFESSOR,4.0
Humanities,1484,University of Toronto - St. George Campus,Alexandra,,Bolintineanu,2319342,9,good,TEACHER,PROFESSOR,4.8
Geology,1484,University of Toronto - St. George Campus,Jörg,,Bollmann,976035,11,average,TEACHER,PROFESSOR,2.5
Chemistry,1484,University of Toronto - St. George Campus,Yuri,,Bolshan,1593037,2,good,TEACHER,PROFESSOR,4.0
Anthropology,1484,University of Toronto - St. George Campus,Laura,,Bolt,933104,12,good,TEACHER,PROFESSOR,4.2
English,1484,University of Toronto - St. George Campus,Christine,,Bolus Rechiert,107319,5,good,TEACHER,PROFESSOR,4.8
Pharmacology,1484,University of Toronto - St. George Campus,Robert,,Bonin,2195537,2,good,TEACHER,PROFESSOR,3.5
Pharmacology,1484,University of Toronto - St. George Campus,Heather,,Boon,1154160,0,zero,TEACHER,PROFESSOR,N/A
Biology,1484,University of Toronto - St. George Campus,Charles,,Boone,874842,3,good,TEACHER,PROFESSOR,4.2
Finance,1484,University of Toronto - St. George Campus,Laurence,,Booth,1518100,2,good,TEACHER,PROFESSOR,4.5
Humanities,1484,University of Toronto - St. George Campus,Erol ,M,Boran,2004227,2,good,TEACHER,PROFESSOR,5.0
Sociology,1484,University of Toronto - St. George Campus,Anna,,Borisenkova,2032739,11,good,TEACHER,PROFESSOR,4.1
Economics,1484,University of Toronto - St. George Campus,Ron,N.,Borkovsky,2388261,0,zero,TEACHER,PROFESSOR,N/A
Computer Science,1484,University of Toronto - St. George Campus,Allan,,Borodin,1467912,28,poor,TEACHER,PROFESSOR,1.9
Mathematics,1484,University of Toronto - St. George Campus,S.Homayouni,,Boroojeni,1325301,2,good,TEACHER,PROFESSOR,4.0
History,1484,University of Toronto - St. George Campus,Robert,,Bothwell,47819,40,good,TEACHER,PROFESSOR,3.8
French,1484,University of Toronto - St. George Campus,Marie-Pierre,,Bouchard,2198316,2,good,TEACHER,PROFESSOR,5.0
English,1484,University of Toronto - St. George Campus,Michael,,Boughn,101958,22,good,TEACHER,PROFESSOR,4.2
Women's Studies,1484,University of Toronto - St. George Campus,Robyn,,Bourgeois,1270808,3,good,TEACHER,PROFESSOR,5.0
Industrial Engineering,1484,University of Toronto - St. George Campus,Justin,,Boutilier,2173091,2,good,TEACHER,PROFESSOR,5.0
Biomaterials & Biomedical Engineering,1484,University of Toronto - St. George Campus,Chris,,Bouwmeester,2479393,9,poor,TEACHER,PROFESSOR,1.0
Accounting,1484,University of Toronto - St. George Campus,Francesco,,Bova,1282920,4,good,TEACHER,PROFESSOR,4.5
Astronomy,1484,University of Toronto - St. George Campus,Jo,,Bovy,2129038,5,good,TEACHER,PROFESSOR,3.5
French,1484,University of Toronto - St. George Campus,Phoebe,,Bovy,2326747,3,average,TEACHER,PROFESSOR,3.0
History,1484,University of Toronto - St. George Campus,Bruce,,Bowden,708096,2,good,TEACHER,PROFESSOR,4.5
Physical Education,1484,University of Toronto - St. George Campus,Stephanie,,Bowerman,1668934,2,poor,TEACHER,PROFESSOR,1.2
Languages,1484,University of Toronto - St. George Campus,Arathana,K,Bowes,1908434,2,good,TEACHER,PROFESSOR,4.5
Sociology,1484,University of Toronto - St. George Campus,Monica,,Boyd,368864,8,good,TEACHER,PROFESSOR,4.8
Geography,1484,University of Toronto - St. George Campus,Don,,Boyes,84812,41,good,TEACHER,PROFESSOR,3.7
Business,1484,University of Toronto - St. George Campus,Dana,,Boyko,2343586,8,poor,TEACHER,PROFESSOR,2.4
Philosophy,1484,University of Toronto - St. George Campus,Joseph,,Boyle,43109,19,average,TEACHER,PROFESSOR,3.5
Health Science,1484,University of Toronto - St. George Campus,Paul,,Bozek,1461397,1,good,TEACHER,PROFESSOR,5.0
Criminal Justice,1484,University of Toronto - St. George Campus,Honor,,Brabazon,2028763,10,good,TEACHER,PROFESSOR,3.7
Music,1484,University of Toronto - St. George Campus,Deborah,,Bradley,430815,8,average,TEACHER,PROFESSOR,2.6
Geography,1484,University of Toronto - St. George Campus,Shauna,,Brail,733342,14,good,TEACHER,PROFESSOR,3.5
English,1484,University of Toronto - St. George Campus,Robert,,Brandeis,396681,15,average,TEACHER,PROFESSOR,2.9
Business,1484,University of Toronto - St. George Campus,Loren,,Brandt,2270370,0,zero,TEACHER,PROFESSOR,N/A
Economics,1484,University of Toronto - St. George Campus,Loren,,Brandt,41847,60,average,TEACHER,PROFESSOR,2.7
Geography,1484,University of Toronto - St. George Campus,Brian,,Branfireun,227130,6,average,TEACHER,PROFESSOR,3.4
Political Science,1484,University of Toronto - St. George Campus,Aurel,,Braun,55239,16,average,TEACHER,PROFESSOR,3.3
Biology,1484,University of Toronto - St. George Campus,Adriana,,Bravo-Ordonez,2558715,1,average,TEACHER,PROFESSOR,3.0
Epidemiology,1484,University of Toronto - St. George Campus,Riina,,Bray,1511511,2,good,TEACHER,PROFESSOR,3.5
Spanish,1484,University of Toronto - St. George Campus,Veronika,,Brejkaln,2154104,6,good,TEACHER,PROFESSOR,4.0
Geology,1484,University of Toronto - St. George Campus,James,,Brenan,310303,6,good,TEACHER,PROFESSOR,3.9
Social Work,1484,University of Toronto - St. George Campus,David,,Brennan,1084063,6,good,TEACHER,PROFESSOR,3.9
Statistics,1484,University of Toronto - St. George Campus,David,,Brenner,101349,26,good,TEACHER,PROFESSOR,4.5
Philosophy,1484,University of Toronto - St. George Campus,Jonathan ,,Breslin,1958122,1,poor,TEACHER,PROFESSOR,2.0
Computer Science,1484,University of Toronto - St. George Campus,Anna,,Bretscher,10828,23,good,TEACHER,PROFESSOR,3.9
Italian,1484,University of Toronto - St. George Campus,Elisa,,Brilli,2505331,0,zero,TEACHER,PROFESSOR,N/A
Theology,1484,University of Toronto - St. George Campus,Christopher,,Brittain,2482029,1,good,TEACHER,PROFESSOR,5.0
Geography,1484,University of Toronto - St. George Campus,John,,Britton,70897,13,average,TEACHER,PROFESSOR,2.8
Continuing Education,1484,University of Toronto - St. George Campus,Bob,,Broadbent,1684447,0,zero,TEACHER,PROFESSOR,N/A
French,1484,University of Toronto - St. George Campus,Beau,,Brock,1817768,1,good,TEACHER,PROFESSOR,5.0
History,1484,University of Toronto - St. George Campus,Tim,,Brook,189456,12,average,TEACHER,PROFESSOR,3.2
Linguistics,1484,University of Toronto - St. George Campus,Marisa,,Brook,2469667,3,good,TEACHER,PROFESSOR,5.0
Biology,1484,University of Toronto - St. George Campus,Dan,,Brooks,350588,12,average,TEACHER,PROFESSOR,3.2
Health Occupations,1484,University of Toronto - St. George Campus,Dina,,Brooks,1693105,1,good,TEACHER,PROFESSOR,5.0
Electrical Engineering,1484,University of Toronto - St. George Campus,Mireille,,Broucke,29957,31,poor,TEACHER,PROFESSOR,2.2
French,1484,University of Toronto - St. George Campus,Anne-Marie,,Brousseau,610476,5,average,TEACHER,PROFESSOR,3.2
Actuarial Science,1484,University of Toronto - St. George Campus,Sam,,Broverman,189810,13,good,TEACHER,PROFESSOR,4.4
Philosophy,1484,University of Toronto - St. George Campus,James R,,Brown,283813,22,good,TEACHER,PROFESSOR,4.6
Science,1484,University of Toronto - St. George Campus,Martha,,Brown,381278,6,good,TEACHER,PROFESSOR,3.8
English,1484,University of Toronto - St. George Campus,Leonie,,Brown,1885594,2,good,TEACHER,PROFESSOR,5.0
Geography,1484,University of Toronto - St. George Campus,Andrew,,Brown,481572,7,poor,TEACHER,PROFESSOR,2.0
Electrical Engineering,1484,University of Toronto - St. George Campus,Stephen,,Brown,29074,17,good,TEACHER,PROFESSOR,4.3
Biochemistry,1484,University of Toronto - St. George Campus,Grant,,Brown,874828,12,good,TEACHER,PROFESSOR,3.5
Chemistry,1484,University of Toronto - St. George Campus,Scott,,Browning,16835,261,good,TEACHER,PROFESSOR,4.1
Political Science,1484,University of Toronto - St. George Campus,Meyer,,Brownstone,475339,0,zero,TEACHER,PROFESSOR,N/A
Medicine,1484,University of Toronto - St. George Campus,Patricia,,Brubaker,381317,4,good,TEACHER,PROFESSOR,4.6
Zoology,1484,University of Toronto - St. George Campus,Ashley,,Bruce,589592,12,good,TEACHER,PROFESSOR,4.7
Law,1484,University of Toronto - St. George Campus,Alan,,Brudner,1035107,4,average,TEACHER,PROFESSOR,2.9
Computer Science,1484,University of Toronto - St. George Campus,Michael,,Brudno,1443534,4,poor,TEACHER,PROFESSOR,2.2
Science,1484,University of Toronto - St. George Campus,John,,Brumell,781788,8,good,TEACHER,PROFESSOR,4.2
Law,1484,University of Toronto - St. George Campus,Jutta,,Brunnee,372351,5,good,TEACHER,PROFESSOR,4.9
Statistics,1484,University of Toronto - St. George Campus,Jerry,,Brunner,109966,15,good,TEACHER,PROFESSOR,3.8
Philosophy,1484,University of Toronto - St. George Campus,Jacqueline,,Brunning,26402,35,good,TEACHER,PROFESSOR,4.1
Geography,1484,University of Toronto - St. George Campus,David,,Brusegard,566599,0,zero,TEACHER,PROFESSOR,N/A
Civil Engineering,1484,University of Toronto - St. George Campus,Edvard,,Bruun,2339288,5,good,TEACHER,PROFESSOR,5.0
Classics,1484,University of Toronto - St. George Campus,Christer,,Bruun,1666726,15,poor,TEACHER,PROFESSOR,2.0
Sociology,1484,University of Toronto - St. George Campus,Toba,,Bryant,998124,3,average,TEACHER,PROFESSOR,3.2
Sociology,1484,University of Toronto - St. George Campus,Joseph,,Bryant,94431,62,good,TEACHER,PROFESSOR,4.3
Philosophy,1484,University of Toronto - St. George Campus,Rachel,,Bryant,1102574,6,good,TEACHER,PROFESSOR,4.2
Sociology,1484,University of Toronto - St. George Campus,Robert,,Brym,10062,263,average,TEACHER,PROFESSOR,3.4
Criminal Justice,1484,University of Toronto - St. George Campus,Sandra,,Bucerius,1187199,9,good,TEACHER,PROFESSOR,4.9
Health Science,1484,University of Toronto - St. George Campus,Alison,,Buchan,2169929,3,poor,TEACHER,PROFESSOR,1.0
Psychology,1484,University of Toronto - St. George Campus,Daphna,,Buchsbaum,2414380,0,zero,TEACHER,PROFESSOR,N/A
Biology,1484,University of Toronto - St. George Campus,Les,,Buck,229015,8,average,TEACHER,PROFESSOR,3.2
Religion,1484,University of Toronto - St. George Campus,Laura,Beth,Bugg,2126432,9,good,TEACHER,PROFESSOR,4.9
Continuing Education,1484,University of Toronto - St. George Campus,Ferhan,,Bulca,1574176,0,zero,TEACHER,PROFESSOR,N/A
